4.284e-03 8.592e-04 1.000e-03
1.612e-03 8.132e-05 2.147e-02
1.586e-03 7.489e-05 2.356e-02
1.482e-03 5.494e-05 1.445e-02
1.231e-03 6.274e-05 6.087e-03
6.844e-04 1.419e-04 8.715e-03
4.524e-04 1.042e-04 5.810e-03
2.900e-04 6.957e-05 7.258e-03
2.508e-04 3.960e-05 1.972e-02
2.250e-04 2.810e-05 2.828e-02
2.075e-04 2.190e-05 3.444e-02
1.957e-04 1.815e-05 3.928e-02
1.900e-04 1.752e-05 4.319e-02
1.814e-04 1.407e-05 4.633e-02
1.767e-04 1.222e-05 4.893e-02
1.718e-04 1.105e-05 5.119e-02
1.693e-04 9.801e-06 5.331e-02
1.679e-04 1.343e-05 5.522e-02
1.611e-04 8.275e-06 5.688e-02
1.602e-04 8.336e-06 5.858e-02
1.572e-04 9.331e-06 5.987e-02
1.459e-04 7.048e-06 6.131e-02
1.416e-04 6.724e-06 6.281e-02
1.279e-04 7.494e-06 6.455e-02
9.519e-05 1.436e-05 6.910e-02
9.904e-05 1.344e-05 6.975e-02
7.800e-05 2.029e-05 8.106e-02
7.288e-05 5.647e-05 7.483e-02
7.060e-05 4.526e-05 5.798e-02
6.720e-05 4.459e-05 5.383e-02
6.558e-05 4.386e-05 5.178e-02
6.400e-05 4.338e-05 5.082e-02
6.242e-05 4.304e-05 5.078e-02
6.084e-05 4.277e-05 5.150e-02
5.922e-05 4.253e-05 5.285e-02
5.758e-05 4.230e-05 5.470e-02
5.589e-05 4.205e-05 5.696e-02
5.416e-05 4.176e-05 5.956e-02
5.237e-05 4.144e-05 6.242e-02
5.034e-05 4.117e-05 6.554e-02
4.718e-05 4.064e-05 6.983e-02
4.570e-05 3.838e-05 7.567e-02
4.469e-05 3.631e-05 7.955e-02
4.419e-05 3.407e-05 8.197e-02
5.127e-05 3.077e-05 8.372e-02
4.246e-05 2.992e-05 8.503e-02
4.270e-05 2.737e-05 8.635e-02
4.107e-05 2.562e-05 8.782e-02
4.031e-05 2.383e-05 8.970e-02
3.967e-05 2.178e-05 9.209e-02
3.882e-05 2.034e-05 9.490e-02
3.844e-05 1.895e-05 9.822e-02
3.731e-05 1.821e-05 1.018e-01
4.092e-05 1.835e-05 1.057e-01
3.819e-05 1.609e-05 1.087e-01
3.723e-05 1.557e-05 1.111e-01
3.744e-05 2.249e-05 1.139e-01
3.452e-05 1.531e-05 1.160e-01
4.005e-05 1.598e-05 1.199e-01
3.770e-05 1.341e-05 1.224e-01
3.263e-05 1.483e-05 1.270e-01
3.071e-05 1.364e-05 1.313e-01
3.084e-05 1.494e-05 1.391e-01
2.467e-05 1.207e-05 1.540e-01
2.425e-05 9.760e-06 1.733e-01
1.717e-05 9.323e-06 1.939e-01
1.176e-03 2.555e-04 1.853e-01
9.200e-04 1.629e-04 8.017e-02
8.026e-04 1.008e-04 -0.000e+00
7.161e-04 8.336e-05 -0.000e+00
6.492e-04 7.110e-05 -0.000e+00
5.956e-04 6.166e-05 -0.000e+00
5.515e-04 5.416e-05 -0.000e+00
5.145e-04 4.812e-05 -0.000e+00
4.829e-04 4.319e-05 -0.000e+00
4.556e-04 3.915e-05 -0.000e+00
4.316e-04 3.580e-05 -0.000e+00
4.103e-04 3.301e-05 -0.000e+00
3.911e-04 3.067e-05 -0.000e+00
3.736e-04 2.872e-05 -0.000e+00
3.576e-04 2.711e-05 -0.000e+00
3.427e-04 2.579e-05 -0.000e+00
3.289e-04 2.473e-05 -0.000e+00
3.158e-04 2.393e-05 -0.000e+00
3.034e-04 2.335e-05 -0.000e+00
2.916e-04 2.296e-05 -0.000e+00
2.803e-04 2.267e-05 -0.000e+00
2.698e-04 2.176e-05 -0.000e+00
2.604e-04 1.858e-05 1.701e-03
2.505e-04 1.739e-05 2.749e-03
2.407e-04 1.738e-05 3.021e-03
2.313e-04 1.753e-05 3.307e-03
2.222e-04 1.785e-05 3.633e-03
2.133e-04 1.835e-05 3.996e-03
2.045e-04 1.901e-05 4.403e-03
1.958e-04 1.981e-05 4.861e-03
1.873e-04 2.075e-05 5.358e-03
1.787e-04 2.185e-05 5.857e-03
1.703e-04 2.315e-05 6.291e-03
1.621e-04 2.466e-05 6.593e-03
