0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 3.822659999999999582e-06 1.235819999999999953e-14 2.518509999999999991e+02 1.480000000000000018e-06
0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.282629999999999599e-06 2.182630000000000048e-14 2.546670000000000016e+02 1.439999999999999977e-06
0.000000000000000000e+00 2.000000000000000000e+00 1.000000000000000000e+00 6.702599999999999998e-06 3.301530000000000145e-14 2.576429999999999723e+02 1.399999999999999937e-06
0.000000000000000000e+00 3.000000000000000000e+00 1.000000000000000000e+00 8.082570000000000780e-06 4.550870000000000050e-14 2.607939999999999827e+02 1.359999999999999896e-06
0.000000000000000000e+00 4.000000000000000000e+00 1.000000000000000000e+00 9.422539999999999405e-06 5.901529999999999795e-14 2.641360000000000241e+02 1.320000000000000067e-06
0.000000000000000000e+00 5.000000000000000000e+00 1.000000000000000000e+00 1.072249999999999941e-05 7.336490000000000377e-14 2.676870000000000118e+02 1.280000000000000027e-06
0.000000000000000000e+00 6.000000000000000000e+00 1.000000000000000000e+00 1.198249999999999920e-05 8.838760000000000548e-14 2.714680000000000177e+02 1.239999999999999986e-06
0.000000000000000000e+00 7.000000000000000000e+00 1.000000000000000000e+00 1.320239999999999916e-05 1.040940000000000005e-13 2.755000000000000000e+02 1.199999999999999946e-06
0.000000000000000000e+00 8.000000000000000000e+00 1.000000000000000000e+00 1.438239999999999972e-05 1.204420000000000082e-13 2.798100000000000023e+02 1.159999999999999905e-06
0.000000000000000000e+00 9.000000000000000000e+00 1.000000000000000000e+00 1.552239999999999897e-05 1.372509999999999924e-13 2.844289999999999736e+02 1.120000000000000076e-06
0.000000000000000000e+00 1.000000000000000000e+01 1.000000000000000000e+00 1.662229999999999838e-05 1.546539999999999891e-13 2.893890000000000100e+02 1.080000000000000036e-06
0.000000000000000000e+00 1.100000000000000000e+01 1.000000000000000000e+00 1.768229999999999840e-05 1.726190000000000039e-13 2.947309999999999945e+02 1.039999999999999995e-06
0.000000000000000000e+00 1.200000000000000000e+01 1.000000000000000000e+00 1.870219999999999858e-05 1.912010000000000049e-13 3.005000000000000000e+02 9.999999999999999547e-07
0.000000000000000000e+00 1.300000000000000000e+01 1.000000000000000000e+00 1.968219999999999936e-05 2.104320000000000115e-13 3.067500000000000000e+02 9.599999999999999142e-07
0.000000000000000000e+00 1.400000000000000000e+01 1.000000000000000000e+00 2.062210000000000030e-05 2.302850000000000128e-13 3.135430000000000064e+02 9.199999999999999795e-07
0.000000000000000000e+00 1.500000000000000000e+01 1.000000000000000000e+00 2.152209999999999846e-05 2.508129999999999835e-13 3.209540000000000077e+02 8.800000000000000449e-07
0.000000000000000000e+00 1.600000000000000000e+01 1.000000000000000000e+00 2.238200000000000018e-05 2.721020000000000153e-13 3.290710000000000264e+02 8.400000000000000043e-07
0.000000000000000000e+00 1.700000000000000000e+01 1.000000000000000000e+00 2.320199999999999910e-05 2.941119999999999892e-13 3.380000000000000000e+02 7.999999999999999638e-07
