0.000000000000000000e+00 0.000000000000000000e+00 -5.245103966444730759e-03 -1.459647901356220245e-03 8.987805843353271484e-01 3.114473656751215458e-04 1.020749926567077637e+00 9.566563181579113007e-03 1.427370152669027448e-04 2.391709327697753906e+00
0.000000000000000000e+00 1.000000000000000000e+00 -4.952614661306142807e-03 -1.417697872966527939e-03 9.003810882568359375e-01 3.108861274085938931e-04 1.020787477493286133e+00 8.207739330828189850e-03 -1.354782725684344769e-04 2.386610507965087891e+00
0.000000000000000000e+00 2.000000000000000000e+00 -4.660488106310367584e-03 -1.375793362967669964e-03 9.020802974700927734e-01 3.098699089605361223e-04 1.020855545997619629e+00 6.873784121125936508e-03 -4.131580935791134834e-04 2.381803989410400391e+00
0.000000000000000000e+00 3.000000000000000000e+00 -4.369167611002922058e-03 -1.333990716375410557e-03 9.038805961608886719e-01 3.084057825617492199e-04 1.020954608917236328e+00 5.563591606914997101e-03 -6.906643975526094437e-04 2.377289295196533203e+00
0.000000000000000000e+00 4.000000000000000000e+00 -4.079085774719715118e-03 -1.292355591431260109e-03 9.057874679565429688e-01 3.065026248805224895e-04 1.021084666252136230e+00 4.276346880942583084e-03 -9.683335665613412857e-04 2.373064994812011719e+00
0.000000000000000000e+00 5.000000000000000000e+00 -3.790665417909622192e-03 -1.250953180715441704e-03 9.078029990196228027e-01 3.041705931536853313e-04 1.021246433258056641e+00 3.011418506503105164e-03 -1.246506348252296448e-03 2.369130611419677734e+00
0.000000000000000000e+00 6.000000000000000000e+00 -3.504297463223338127e-03 -1.209832727909088135e-03 9.099307060241699219e-01 3.014217654708772898e-04 1.021440148353576660e+00 1.768295885995030403e-03 -1.525501371361315250e-03 2.365483045578002930e+00
0.000000000000000000e+00 7.000000000000000000e+00 -3.220397047698497772e-03 -1.169050578027963638e-03 9.121738672256469727e-01 2.982684527523815632e-04 1.021666765213012695e+00 5.467545706778764725e-04 -1.805617008358240128e-03 2.362121582031250000e+00
0.000000000000000000e+00 8.000000000000000000e+00 -2.939375350251793861e-03 -1.128661911934614182e-03 9.145359396934509277e-01 2.947249449789524078e-04 1.021927237510681152e+00 -6.532222032546997070e-04 -2.087147673591971397e-03 2.359041690826416016e+00
0.000000000000000000e+00 9.000000000000000000e+00 -2.661561593413352966e-03 -1.088719931431114674e-03 9.170179367065429688e-01 2.908070455305278301e-04 1.022222757339477539e+00 -1.831519650295376778e-03 -2.370369154959917068e-03 2.356241226196289062e+00
0.000000000000000000e+00 1.000000000000000000e+01 -2.387347165495157242e-03 -1.049263635650277138e-03 9.196239709854125977e-01 2.865309652406722307e-04 1.022554397583007812e+00 -2.987741027027368546e-03 -2.655561780557036400e-03 2.353717327117919922e+00
0.000000000000000000e+00 1.100000000000000000e+01 -2.117052208632230759e-03 -1.010338426567614079e-03 9.223551750183105469e-01 2.819142537191510201e-04 1.022923707962036133e+00 -4.121300298720598221e-03 -2.942981198430061340e-03 2.351465463638305664e+00
0.000000000000000000e+00 1.200000000000000000e+01 -1.851029461249709129e-03 -9.719888912513852119e-04 9.252151250839233398e-01 2.769757702481001616e-04 1.023332357406616211e+00 -5.231349729001522064e-03 -3.232864895835518837e-03 2.349481582641601562e+00
0.000000000000000000e+00 1.300000000000000000e+01 -1.589554012753069401e-03 -9.342518751509487629e-04 9.282045960426330566e-01 2.717351017054170370e-04 1.023782491683959961e+00 -6.316857878118753433e-03 -3.525462001562118530e-03 2.347762107849121094e+00
0.000000000000000000e+00 1.400000000000000000e+01 -1.332947867922484875e-03 -8.971593924798071384e-04 9.313250184059143066e-01 2.662128536030650139e-04 1.024275779724121094e+00 -7.376419845968484879e-03 -3.820990212261676788e-03 2.346301078796386719e+00
0.000000000000000000e+00 1.500000000000000000e+01 -1.081449212506413460e-03 -8.607404888607561588e-04 9.345772266387939453e-01 2.604298933874815702e-04 1.024814844131469727e+00 -8.408490568399429321e-03 -4.119641613215208054e-03 2.345094203948974609e+00
0.000000000000000000e+00 1.600000000000000000e+01 -8.353159646503627300e-04 -8.250242099165916443e-04 9.379630088806152344e-01 2.544084272813051939e-04 1.025402188301086426e+00 -9.411158040165901184e-03 -4.421623423695564270e-03 2.344136238098144531e+00
0.000000000000000000e+00 1.700000000000000000e+01 -5.947729223407804966e-04 -7.900348282419145107e-04 9.414803385734558105e-01 2.481706906110048294e-04 1.026040554046630859e+00 -1.038224529474973679e-02 -4.727086052298545837e-03 2.343422174453735352e+00
