0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 3.705220000000000140e-07 1.387779999999999868e-17 2.053930000000000007e+02 7.359219999999999905e-07
0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.094440000000000104e-06 3.087809999999999781e-16 2.056829999999999927e+02 7.119190000000000104e-07
0.000000000000000000e+00 2.000000000000000000e+00 1.000000000000000000e+00 1.794269999999999933e-06 7.355230000000000204e-16 2.060409999999999968e+02 6.877519999999999502e-07
0.000000000000000000e+00 3.000000000000000000e+00 1.000000000000000000e+00 2.469850000000000163e-06 1.394719999999999913e-15 2.064790000000000134e+02 6.634140000000000403e-07
0.000000000000000000e+00 4.000000000000000000e+00 1.000000000000000000e+00 3.120999999999999849e-06 2.223920000000000055e-15 2.070080000000000098e+02 6.388969999999999538e-07
0.000000000000000000e+00 5.000000000000000000e+00 1.000000000000000000e+00 3.747530000000000100e-06 3.115560000000000084e-15 2.076430000000000007e+02 6.141889999999999949e-07
0.000000000000000000e+00 6.000000000000000000e+00 1.000000000000000000e+00 4.349259999999999758e-06 4.090480000000000156e-15 2.084019999999999868e+02 5.892810000000000209e-07
0.000000000000000000e+00 7.000000000000000000e+00 1.000000000000000000e+00 4.925970000000000374e-06 5.290909999999999824e-15 2.093069999999999879e+02 5.641610000000000183e-07
0.000000000000000000e+00 8.000000000000000000e+00 1.000000000000000000e+00 5.477439999999999687e-06 6.585010000000000086e-15 2.103849999999999909e+02 5.388150000000000242e-07
0.000000000000000000e+00 9.000000000000000000e+00 1.000000000000000000e+00 6.003450000000000094e-06 8.128909999999999792e-15 2.116670000000000016e+02 5.132280000000000479e-07
0.000000000000000000e+00 1.000000000000000000e+01 1.000000000000000000e+00 6.503740000000000347e-06 9.783840000000000041e-15 2.131970000000000027e+02 4.873830000000000438e-07
0.000000000000000000e+00 1.100000000000000000e+01 1.000000000000000000e+00 6.978040000000000193e-06 1.168859999999999986e-14 2.150269999999999868e+02 4.612610000000000167e-07
0.000000000000000000e+00 1.200000000000000000e+01 1.000000000000000000e+00 7.426070000000000374e-06 1.382570000000000060e-14 2.172249999999999943e+02 4.348399999999999948e-07
