0.000000000000000000e+00 0.000000000000000000e+00 1.000010000000000066e+00 9.136990000000000080e-07 -6.137469999999999900e-09 2.338350000000000080e+02 3.599930000000000128e-07
0.000000000000000000e+00 1.000000000000000000e+00 1.000010000000000066e+00 1.274110000000000071e-06 -1.108869999999999956e-08 2.358779999999999859e+02 3.513800000000000137e-07
0.000000000000000000e+00 2.000000000000000000e+00 1.000010000000000066e+00 1.627270000000000092e-06 -1.701869999999999873e-08 2.387909999999999968e+02 3.397859999999999961e-07
0.000000000000000000e+00 3.000000000000000000e+00 1.000010000000000066e+00 1.970960000000000015e-06 -2.370220000000000031e-08 2.426020000000000039e+02 3.257239999999999857e-07
0.000000000000000000e+00 4.000000000000000000e+00 1.000010000000000066e+00 2.303279999999999909e-06 -3.094769999999999726e-08 2.473969999999999914e+02 3.096070000000000009e-07
0.000000000000000000e+00 5.000000000000000000e+00 1.000010000000000066e+00 2.622630000000000079e-06 -3.858520000000000196e-08 2.533199999999999932e+02 2.917719999999999739e-07
0.000000000000000000e+00 6.000000000000000000e+00 1.000010000000000066e+00 2.927619999999999847e-06 -4.645730000000000003e-08 2.605880000000000223e+02 2.725079999999999941e-07
0.000000000000000000e+00 7.000000000000000000e+00 1.000010000000000066e+00 3.217079999999999953e-06 -5.441469999999999822e-08 2.695149999999999864e+02 2.520680000000000043e-07
0.000000000000000000e+00 8.000000000000000000e+00 1.000010000000000066e+00 3.489960000000000210e-06 -6.231229999999999874e-08 2.805529999999999973e+02 2.306749999999999927e-07
0.000000000000000000e+00 9.000000000000000000e+00 1.000010000000000066e+00 3.745380000000000044e-06 -7.000830000000000360e-08 2.943639999999999759e+02 2.085300000000000018e-07
0.000000000000000000e+00 1.000000000000000000e+01 1.000010000000000066e+00 3.982560000000000372e-06 -7.736420000000000133e-08 3.119499999999999886e+02 1.858160000000000011e-07
0.000000000000000000e+00 1.100000000000000000e+01 1.000010000000000066e+00 4.200810000000000358e-06 -8.424669999999999695e-08 3.348940000000000055e+02 1.626949999999999888e-07
